Key,Value
101088668,La Telaraña de Trogdred
102137467,Naraharet
103186065,Ruinas del Salón B'ijur
104235398,Estrella Gentil de Stendarr
105283981,El Cementerio Kildir
106332587,Ruinas de la Torre Maarp
107381381,Corte Sairer
108429959,Castillo Vorg
109479287,Ruinas de la Alquería Vluctten
110527893,La Cueva Sahuagex
111576593,Mansión M'arg
112625185,Mogindai
113673773,El Cementerio Stuvam
114723151,Castillo Kog'kern
115771856,Salón Nardir
116820498,El Tugurio de la Vieja Ghartsa
117869111,Mansión Charken
118917700,Castillo Shurgrn
119966282,Wadijehnu
121015569,La Telaraña de Anthor
122064188,Amanecer Ardiente de Stendarr
123112886,Ramehtor
124161500,La Fortaleza de Slachke
125210098,Javenia
126258734,Taberna El Zorro y el Bárbaro
127307321,La Cabaña del Castillo Desafortunado
128356798,Posada El Leoncillo de la Reina
129405455,Mansión Thorm'kern
130454792,Mansión Rlirm
131503383,Ruinas de la Torre de Rlortrn
132551983,El Túnel Nhurche
133600681,La Alquería Cyujer
134649286,La Cabaña T'irman
135698635,Ídolo Sangrante de Stendarr
136747259,Hostal El León y el Sacerdote
137796000,Daghoth
138844664,El Cementerio Mhafylar
139894101,La Tumba de Invereham
140942714,Ruinas del Salón Lhigin
141992095,Las Criptas de B'ugten
143040735,Ruinas del Castillo Kist
144089467,Pub El Topo y el Grifo
145138118,El Túmulo de Vladobion
146187374,Refugio Djen
147236000,La Guardia de Faugta
148284604,Amanecer Perpetuo de Stendarr
149333306,La Fortaleza de Therdke
150381889,Ruinas de la Torre Baerhton
151432271,Ceranda-Kom
152480861,La Caverna Baalateusessa
153529477,El Cementerio Slugir
154578056,Taberna El Gigante Rojo
155627572,Ruinas de la Corte Rlictt
156676394,Posada El Castillo Sediento
157725708,Ruinas de la Guardia de Fherkin
158774290,Refugio El Genio Muerto
159822972,Ruinas de la Alquería D'uctem
160871558,Presagio Llanto de Stendarr
161920136,Pub El Ogro del Diablo
162968729,Ruinas de la Cabaña F'ormte
164018199,El Cementerio Baeght
165067009,Naroza
166116413,Ruinas del Viejo Tugurio Caarme
167165096,Ruinas de la Granja Slarkon
168214503,Santuario de Jode
169263116,Altar del Llanto de Stendarr
170311731,Amanecer Interior de Stendarr
171360386,Refugio de Phen
172409839,Redentor Ardiente de Stendarr
173458441,Alik'ra
174507143,Ruinas de la Vieja Granja de Grefylta
175556631,El Viejo Tugurio de Maurc-i
176605288,Anteleralah
177654661,Catedral de Demiblothessa
178703270,Hostal El Lince y el Goblin
179752024,Ramoaweyn
180802482,El Viejo Hogar de Chirkon
181851069,Ruinas de la Granja Vuster
182899749,Castillo Khojon
183949105,La Alquería F'arkte
184997721,Pub El Puercoespín Sucio
186046301,La Telaraña de Gromgod
187094929,Zagoccodisu
188143528,Ruinas de la Cabaña Chesun
189193190,Syrogubu
190242556,La Tumba de Barovar
191291157,La Vieja Choza de Nhuv
192339864,Mansión Maurp
193388504,El Viejo Tugurio de Guch
194437841,La Vieja Choza de Mhosta
195486481,La Telaraña de Anker
196536104,Granja de la Vieja M'ormta
197584745,Renacimiento del Llanto de Stendarr
198633375,Alma Sagrada de Stendarr
199682739,Salón Cheshon
200732271,Pub El Sacerdote Desafortunado
201780964,Mettula
202829551,Mi-Korom
203879193,Fortaleza de Glork
204928583,El Viejo Tugurio de Cughtca
205977264,Taberna El Enano y el Guardia
207025856,Ruinas de la Corte Therhtta
208074444,Guardia de Faofylar
209123897,Redentor Eterno de Stendarr
210173448,Santuario de Ephen
211222058,La Guarida de Shesh'kern
212270681,Granja del Viejo Fhordja
213319309,Ruinas de la Plantación Thelprn
214368756,Torre Dhortar
215417370,El Cementerio C'eldur
216466044,Palacio T'orgen
217514723,La Ciudadela de Cyorpen
218564063,Salón Kellan
219612654,Torre Shrestta
220661236,Oráculo Temeroso de Stendarr
221709922,La Plantación F'isun
222759570,Ruinas del Huerto Saughtur
223808184,Granja Blarmir
224856764,Jalakaplex
225906201,Ruinas de la Fortaleza de Shag
226954808,La Vieja Choza de Nafylam
228004335,Alma Perpetua de Stendarr
229053016,La Telaraña de Gripbith
230101594,Mesopada
231152074,Mansión Togem
232200795,Ruinas de la Corte C'orc
233250323,Ruinas de la Mansión Baerd'kern
234299737,Alma Bendita de Stendarr
235348344,Salón Blith
236397881,El Viejo Tugurio de Dhergrn
237446494,Salón Lheth
238495080,Hostal El Ratón y el Cabrito
239543676,El Baluarte de Merdun
240592287,La Cripta de Nebuchanon
241641772,Granja Khath
242690359,Ruinas del Viejo Hogar de Murchke
243738940,Ruinas del Salón Dherht
244787524,La Cantera de Faeghtir
245836138,Narelidai
246884751,Ruinas de la Vieja Choza de Tistka
247933417,Hostal El Rato y el Escorpión
248982810,Redentor Gentil de Stendarr
250031467,El Viejo Tugurio de Glull'kern
251080048,Salón Caorpt
252128714,Tsetissiara
253178103,Santuario de Q'Olwen
254227629,El Nido de Yagertor
255276232,Hillia
256324812,La Rectoría de Balulither
257373454,Santuario de Jone
258423937,Alma Sangrante de Stendarr
259472602,Luz Cantante de Stendarr
260522155,Salón Sturner
261570737,Raminzar
262619463,Palacio Tlafylun
263668060,Ídolo Sagrado de Stendarr
264717445,La Guarida de Rharmer
265766076,Pub El Cazador Sucio
266814675,Salón Rharg
267863330,La Fortaleza de Nhorchen
268911915,Ruinas de la Mansión Boster
269961337,Agogurana
271011060,Fortaleza de Vellen
272059640,Mansión Blermom
273109087,Presagio Joyante de Stendarr
274158713,La Vieja Choza de Stachum
275207373,Presagio Santo de Stendarr
276256713,Bi-Korom
277305359,Ruinas de la Corte Bluchin
278353957,La Telaraña de Troglobith
279402560,Refugio El Cráneo Danzante
280451157,Ruinas del Viejo Hogar de Curpun
281500599,El Mausoleo de Nebuchingus
282549244,Ruinas de la Alquería Lhechin
283597859,Osajdai
284646505,Ascensión Santa de Stendarr
285695991,Refugio Djen
286744615,Redentor Temeroso de Stendarr
287793210,Syruria
288841797,Ruinas de la Torre Grughtir
289891195,Ruinas de la Granja Raovon
290939827,Salón Glifylim
291988418,Las Criptas de Larm
293037082,Salón Kog'kern
294085697,Ruinas del Viejo Tugurio Nerchem
295135097,El Cementerio Krorchem
296183718,La Alquería Lhern
297233252,Ruinas de la Alquería Slelpke
298281971,El Túmulo de Barimar
299330569,El Sepulcro de Stadulam
300379149,La Guardia de Shastar
301427780,La Fortaleza de Nusan
302477180,Altar Interior de Stendarr
303525778,Granja Maeldem
304574455,El Filón de Lall
305623831,Refugio El Gigante Aullador
306672563,El Baluarte de Dhortum
307721988,Amanecer Lloroso de Stendarr
308770593,Castillo Nezon
309819214,La Vieja Choza de Vosten
310867837,Ruinas de la Ciudadela de T'ig
311916424,Ruinas de la Alquería Vloghten
312965044,Santuario de Dugrod
314014480,Posada El Dragón Carmesí
315063105,Refugio El Rato y el Castillo
316111685,Presagio Bendito de Stendarr
317160266,Relicario de Raen
318208914,Gysumbakat
319257524,La Vieja Choza de Mausga
320306128,Ruinas de la Vieja Granja de Rhoghti
321355517,Naremida
322404132,Fortaleza de Krovt
323452780,Mansión Krofylim
324501422,El Túmulo de Necromulam
325550786,Presagio Gentil de Stendarr
326599516,Ruinas de la Alquería Flelp
327648095,Refugio El Foso Rojo
328696679,El Viejo Hogar de C'ichka
329745279,Amanecer Infinito de Stendarr
330793882,Ruinas del Viejo Tugurio de Gheldsa
331843236,La Vieja Choza de Slarn
332892809,Salón V'ej
333941395,La Guarida de Vermgod
334989983,Huerto Lhugin
336038589,Posada El Enano y el Ciervo
337087215,La Torre de Churhten
338135797,Pheono-Thar
339184390,Ruinas del Castillo Berk
340233021,Isfunnusa
341281613,El Cementerio Fuctur
342331000,Taberna La Guardia Salvaje
343379608,Redentor Sagrado de Stendarr
344428193,El Viejo Hogar de M'arken
345476776,Ruinas del Viejo Hogar de T'oldin
346525472,La Fortaleza de Sught
347574925,Anteliiga
348623583,El Viejo Tugurio de T'arun
349672193,Refugio El Escorpión Verde
350721642,Amanecer Temeroso de Stendarr
351770233,La Torre de Saaz
352818852,El Cementerio Khallrn
353867436,Árbol Cantante de Stendarr
354916022,Zenibunis
355964708,Mansión Tlirt
357014063,Fortaleza de Bej
358062759,Granja B'ivta
359111377,La Abadía de Asmiameusessa
360159968,Pub El Cráneo de la Reina
280614,Tumba de Corranoth
1330211,Altar Joyante de Arkay
2379774,Aquelarre de Devilrock
3429338,Taberna El Goblin Desafortunado
4479901,Madla
5528488,La Vieja Choza de Lhez
6578066,Las Criptas de Slojin
7626665,Mansión D'ermon
8675250,Granja de la Vieja Bazsa
9724788,Posada La Rata Almizclera Risueña
10774406,Presagio Bendito de Arkay
11823947,Ruinas de la Plantación Gig
12873513,Salón Dhughtam
13922119,El Aquelarre de Flurt-si
14971661,Pub El Abismo de Plata
16021288,Las Minas de Klostir
17070814,La Plantación Lhild
18120387,Mansión Grardum
19169012,Ídolo Silencioso de Arkay
20220570,El Viejo Hogar de Krollga
21269149,El Cementerio Kornten
22318700,Oráculo Silencioso de Arkay
23367291,Hostal El Cerdo y la Daga
24416873,Bubilliga
25465475,La Vieja Choza de Cyeghtom
26514055,Taberna El Castor y la Mazmorra
27563571,Estrella Gentil de Arkay
28613157,Syrillitor
29661742,La Vieja Choza de Starnca
30711352,Taberna El León y el Gigante
31761888,Moweyn
32810498,La Alquería Livrn
33860020,Posada La Rata Almizclera Danzante
34908636,Pub El Ciervo Desafortunado
35957224,La Vieja Choza de Flirhtam
37006757,Pub El Goblin de Oro
38055401,Monumento a Divad
39104906,Taberna El Topo y el Grifo
40153505,Pub El Genio Rojo
41202086,Atrandarea
42250688,Corte Gheghte
43300230,Ruinas de la Vieja Choza de Nhornki
44349839,Taberna El Cazador de Oro
45398435,Hostal El Castillo Negro
46447951,Profeta Ardiente de Arkay
47496543,Ídolo Eterno de Arkay
48546121,La Cabaña Nethom
49594710,Refugio La Daga Inquieta
50644300,La Cueva Demodoth
51693862,La Alquería V'est
52743394,El Cementerio Stafylin
53791978,Ruinas de la Fortaleza de Saolpom
54840572,El Viejo Tugurio de Saullca
55890138,Bubogureg
56939726,Jaluh-Thar
57988316,Castillo Nhircte
59037842,El Viejo Hogar de Fhorni
60087432,La Cantera de Khegem
61136024,El Túmulo de Inverivaus
62184614,El Viejo Tugurio de Cherk
63233210,El Viejo Tugurio de Vernin
64281800,La Cantera de Caallam
65331301,La Plantación Larten
66379920,El Cementerio M'ell
67428498,Amanecer Sangrante de Arkay
68478031,La Plantación Flurgrn
69526636,Refugio de Phen
70575230,Refugio El Sapo y el Guardia
71624781,Altar Temeroso de Arkay
72673360,Pythandarea
73721998,Presagio Santo de Arkay
74771525,La Casa de Barimar
75820115,Las Minas Ras
76868705,La Cantera de Tarur
77917283,Refugio El Gigante Muerto
78966863,La Alquería C'olpten
80015445,Ruinas del Castillo Kluct
81064986,El Mausoleo de Lithivarulon
82114541,Granja de la Vieja Cyagti
83163142,Las Tumbas de Voshen
84211725,El Baluarte de Cyus
85261281,Posada El Lince y el Escorpión
86309862,Salón Kruct
87358449,Mansión Dhugta
88409061,Granja de la Vieja Nornga
89458556,Hostal El Enano y el Goblin
90507160,Posada El León y la Jarra
91556742,Ruinas de la Torre Vormke
92605339,Pub El Ciervo Risueño
93654858,Mansión Berht
94704453,Posada La Daga de la Suerte
95753093,Gysila-Korom
96802664,La Vieja Choza de Flurm-si
97852176,Taberna El Ave Sedienta
98900755,Refugio El Goblin Gritón
99949360,Taberna El Puercoespín Verde
100997944,La Alquería Chishan
102046546,Posada El Cazador Desafortunado
103095127,Palacio Rlirn
104144622,Ruinas de la Mansión Fovta
105193222,Presagio Lloroso de Arkay
106241831,Ramyryzar
107290433,El Nido de Sashirdon
108339922,Palacio Vaghtam
109388506,Mansión Dhart
110437084,Atretturana
111485666,Ruinas de la Corte Fectan
112534275,Castillo Flarcke
113583869,Luz Gentil de Arkay
114632454,El Nido del Águila de Sekithoth
115681966,Hostal El Yelmo Negro
116730577,Posada El Gnomo Volador
117779168,La Alquería Klurper
118827763,El Viejo Hogar de Dhich'kern
119878318,Las Minas de Mhulpen
120927858,Huerto Fhaz
121976502,La Gruta Dispuliva
123026027,Sashirrugoth
124074624,Redentor Infinito de Arkay
125123236,La Cantera de Fhuzur
126172736,Mansión C'urken
127221323,Altar Sagrado de Arkay
128269915,Refugio El Murciélago y el Dragón
129318524,Refugio El Zorro y el Bárbaro
130368048,El Túnel Vlorte
131416636,El Cementerio Bluct
132465238,Ruinas de la Corte Flillon
133513843,Las Criptas de Rlertim
134563343,El Filón de Saistta
135611974,Vidente Perpetuo de Arkay
136660578,Castillo Larker
137710091,El Viejo Tugurio de Charm
138758725,Taberna El Genio Risueño
139807303,Reliquia Jubilosa de Arkay
140856833,Taberna El Zorro y el Ogro
141905448,Taberna El Topo y el Gnomo
142954036,Posada El Erizo de Oro
144003528,Torre Fhormt
145052109,El Viejo Hogar de Grochta
146100692,Castillo Lhov
147149284,Salón Vojten
148197873,Cerehzar
149247395,Ruinas de la Vieja Granja de Ghurtti
150295979,Posada El Cráneo de Plata
151345575,Pub El Lobo Salvaje
152394215,Pub El Goblin Verde
153443738,La Cantera Lujir
154492334,Pub El Murciélago y el Genio
155542890,Presagio Infinito de Arkay
156591521,Granja del Viejo Stort-si
157641013,Granja Gloste
158689599,Ruinas de la Mansión V'esh
159738185,Berbibusa
160786781,La Excavación Grurmun
161836332,Taberna La Rata Almizclera Salvaje
162884980,El Viejo Tugurio de Rhiste
163933562,Castillo Chuctom
164983033,La Alquería Nhulpun
166031626,Tasillia
167080208,Posada El Ave Blanca
168128795,Ruinas de la Plantación Shrog
169177410,Ruinas de la Fortaleza de B'ilpten
170226015,Peliisa
171275589,Palacio Chucton
172324176,La Tumba de Baromius
173372759,La Alquería Dhurim
174422256,Gromegon
175470868,La Vieja Choza de Sirg'kern
176519461,Luz Perpetua de Arkay
177568970,Mansión Nithe
178617558,Ruinas del Viejo Tugurio de Girhton
179667145,Ruinas del Viejo Tugurio de Khillba
180715735,Huerto Vlerd'kern
181764321,El Cementerio Verhtin
182812943,Mansión Lellte
183862425,Mesettuara
184911071,Santuario de Ephen
185960624,La Guarida de Disporgoniva
187009243,Mansión Doj
188058712,Relicario de Sai
189107315,El Cementerio Rishke
190155935,Corte M'izt
191204528,La Excavación B'ug
192253106,La Guardia de Choldam
193301694,Granja Vofyler
194350278,Tulaakasia
195398863,La Alquería Khernten
196448324,Las Tumbas de Vager
197496981,Torre T'all
198546494,Agibunu
199595078,Agotudata
200643689,La Plantación Baurhtin
201692294,Taberna El Erizo Oxidado
202740872,El Cementerio D'othar
203789460,Amanecer Lloroso de Arkay
204838962,Las Ruinas Flill
205887566,La Cábala Lathja
206936158,Mártir Bendito de Arkay
207985722,Monumento al Sabio
209034323,Luz Silenciosa de Arkay
210082903,La Plantación Cich
211132497,La Alquería Glach'kern
212182056,Hostal El Pillo y el Grifo
213230643,Renacimiento Ardiente de Arkay
214279228,Oráculo Eterno de Arkay
215328727,Pheonewan
216377313,Corte Tloctar
217425940,Luz Bendita de Arkay
218474536,Pheoniritor
219524037,Las Tumbas de V'othe
220572643,Umbasta-Ij
221622164,El Viejo Tugurio de Klillta
222670759,El Viejo Tugurio de Dhirpam
223719376,El Viejo Hogar de Largca
224767955,El Viejo Hogar de Flasi
225816546,Taberna El Lobo del Diablo
226866112,Alma Infinita de Arkay
227914703,Huerto Stafylan
228963299,Corte Maustta
230012756,Syriidisu
231061403,El Viejo Tugurio de Glorch
232110005,Ruinas de la Alquería Circh
233159493,Ruinas del Palacio Kruste
234208431,Mansión D'irnke
235257680,La Vieja Choza de Merkten
236306258,Santuario de Vigryl
237354891,Tsetoaret
238403731,El Viejo Hogar de Nactan
239452315,El Viejo Hogar de Ghergem
240501518,Profeta Infinito de Arkay
241550101,El Viejo Tugurio de Shuldki
242598679,Palacio Cuvom
243647389,Mártir Gentil de Arkay
244696885,La Guardia de Terdan
245745485,El Agujero de Sahiamotha
246794067,La Cantera de Khazar
247842663,El Cementerio Kherdke
248891243,Pub El Escorpión Danzante
249939839,Ruinas del Salón T'elpun
250988472,El Viejo Hogar de Krurdka
252037912,Zaguo
253086525,Posada El Castillo Danzante
254135105,Hostal El Castillo Desafortunado
255183685,Mesajer
256232310,La Vieja Choza de Tlij-e
257280915,Pub El Goblin Carmesí
258329527,La Alquería Vlollar
259378994,El Viejo Hogar de C'estam
260427633,Ruinas del Viejo Hogar de Maolli
261476410,Santuario de Jhim Sei
262525663,Pythyryret
263574243,Taberna El Cerdo y la Jarra
264622863,La Excavación V'ogom
265671534,Fortaleza de Stev
266720140,La Gruta Demogas
267769537,Posada La Jarra Negra
268818143,La Alquería Doct
269866770,Ruinas del Castillo Khugta
270915592,Huerto Shroctir
271964817,Pub El Castor y el Erizo
273013426,Salón Nhorom
274062031,Wadijajet
275110643,Árbol Gentil de Arkay
276159236,Papuza
277207872,El Filón de Rlorin
278256620,El Cementerio Shrirchen
279305835,Agunnuton
280354454,Ruinas de la Corte Cerk
281403107,Salón Boirdt
282451687,La Plantación Shirt
283500290,Pub El Cazador Desafortunado
284548922,Agerana
285598299,Luz Sagrada de Arkay
286646981,La Guardia de Rlurpir
287695809,El Viejo Tugurio de Nhevja
288745021,Pub El Guardia Sediento
289793627,Refugio Strenner
290842367,Ruinas del Salón Caj
291890961,Las Minas Klefylke
292939545,El Agujero de Baalon
293988262,Mansión Serht
295037564,Taberna El Zorro y el Goblin
296086275,La Ciudadela de Lazir
297134854,Refugio El Cerdo y la Mazmorra
298184204,Oráculo Temeroso de Arkay
299232783,Redentor Gentil de Arkay
300281370,El Sepulcro de Darkivarulon
301329967,Granja Vujur
302378551,Refugio El Hada Danzante
303427278,La Vieja Choza de Bozi
304475879,Las Criptas de B'irgon
305524589,El Agujero de Jubatonessa
306573896,Pythilaza
307622560,El Nido de Norlogod
308672305,Mártir Santo de Arkay
309721565,Las Criptas de Mhastin
310770162,El Agujero de Geranx
311818880,Ruinas de la Ciudadela de Lhojem
312867615,La Vieja Choza de Rargt
313916202,Umbe-Thar
314965464,Agiribi
316014135,La Cantera de Baghten
317062778,Mansión Shrarhtke
318111361,Granja M'ardum
319159950,Ruinas de la Plantación V'argon
320208530,La Alquería C'uver
321257128,Ruinas de la Cabaña Garg
322305813,La Abadía de Balilitherah
323355055,Refugio El Escorpión Sediento
324403651,Ruinas del Castillo Faazer
325452413,La Plantación Bauldon
326501073,Huerto Faotham
327550356,El Baluarte de Tlestan
328599030,Posada El Puercoespín de la Suerte
329647642,La Guarida de Homunorgon
330696228,El Cementerio Florpke
331744867,Pub El Ratón y el Ciervo
332793464,Taberna El Rato y el Castillo
333842138,Posada El Sapo y el Castillo
334891455,Palacio M'istem
335940137,Berbemijet
336988741,Ruinas de la Vieja Choza de Khuj-si
338037341,El Túnel Slardim
339085990,Las Criptas Nurt
340134602,Taberna El Cabrito del Rey
341183183,El Foso de Fhush
342232477,Fortaleza de T'uch'kern
343281055,Refugio de Phen
344329700,Ruinas de la Vieja Choza de Nigum
345378384,Santuario de Jode
346426963,Ruinas de la Mansión Rlustir
347475549,La Caverna Asmebrorgonessa
348524169,Taberna El Lince y el Puercoespín
349573491,Taberna El Sapo y el Grifo
350622206,Refugio La Jarra de la Reina
351670860,La Cabaña D'efylam
352719460,Pub El Yelmo Risueño
353768052,Reliquia Bendita de Arkay
354817345,Ruinas de la Alquería Mhufyl
355865932,Ruinas de la Mansión Bull
356914570,Las Tumbas Tith
357963190,Refugio El Castillo Blanco
359011820,El Cementerio Klivom
360060417,El Viejo Hogar de Grarnem
361109009,La Cabaña C'uze
362157694,Ruinas de la Guardia de Rerkan
363207017,El Foso de Gerasena
364255625,Corte Maurk
365304319,Ruinas de la Alquería Vleght
366352900,El Agujero de Jubateus
367401481,Pub El Pillo Salvaje
368450071,Refugio El Enano y el Gato
369498677,El Viejo Hogar de Vlort-i
370548085,Anphang
371596695,Ruinas del Viejo Hogar de T'irtin
372645282,Oráculo Sagrado de Arkay
373693874,Las Minas V'eshten
374742470,La Telaraña de Norloth
375791126,Presagio Sangrante de Arkay
376839770,Granja Flighter
377889063,La Vieja Choza de Khorir
378937744,La Plantación Saorht
379986322,La Alquería Merten
381034968,Ruinas de la Vieja Granja de Custsa
382083548,Isfascuara
383132133,Posada El Ave Muerta
384180727,La Alquería Nhithin
385229376,Salón Ghorhtum
386278617,Taberna El Puercoespín del Diablo
387327293,Refugio El Pillo y el Tejón
388375874,Ruinas de la Corte Dhorchur
389424474,Pub El Castor y el Cráneo
390473067,Pub El Ratón y el Escorpión
391521701,Mansión Karmar
392570291,El Filón de Shrifylin
393618902,La Vieja Choza de V'erg
394667540,Eloator
395716850,Ruinas de la Torre Cailp
396765447,Salón Darkeham
397814096,El Cementerio Thectur
398862681,Rhogillirea
399911306,El Cementerio D'ith
400960003,Corte Klarpom
402008582,Ramohabu
403057878,Posada La Rata Almizclera del Rey
404106556,Ruinas de la Corte Vlesh'kern
405155141,El Cementerio Gravten
406203744,Pub El Tejón Aullador
407252359,Hostal El Pillo y el Gato
408300943,Sashloker
409349533,Hostal El Gato Carmesí
410398134,Alma Sagrada de Arkay
411447558,Pub El Gigante Aullador
412496148,La Alquería Mhosh
413544730,Baghajweyn
414593314,Refugio El Zorro y el Puercoespín
415641905,Castillo Baustrn
416690483,Grumragon
417739082,Torre Thorkte
418787688,Baghad-Thar
419836266,Posada El Escorpión Gritón
420884864,Santuario de Dugrod
421934256,Hostal El Dragón del Diablo
422982924,Monumento a Divad
424031523,Ruinas de la Granja B'ozrn
425080111,Granja Tishten
426128800,Hostal El Topo y el Grifo
427177389,Altar Eterno de Arkay
428226661,Ruinas de la Mansión Vlastan
429275510,Renacimiento Silencioso de Arkay
430324093,Pub El Genio Desafortunado
431373454,La Vieja Choza de Sethba
432422032,Teatro Kieran
433470632,Taberna El Bárbaro Risueño
434519220,La Alquería Maildir
435567805,Fortaleza de Rlirchem
436616438,Morehdata
437665023,La Alquería Tlethta
438713608,La Cantera de Rlifylar
439762242,Alma Bendita de Arkay
440811747,Palacio V'eghtten
441860378,Ruinas del Viejo Tugurio de Sturgta
442908961,La Alquería Lheldar
443957573,El Foso de Nurpom
445006152,El Túnel Sord'kern
446054731,La Alquería Gathta
447103311,Ruinas de la Mansión Nurmam
448152735,Taberna La Marmota del Rey
449201439,Taberna El Dragón Rojo
450250078,El Agujero de Baalucherunah
451299362,El Viejo Hogar de Rarpi
452347947,La Alquería Kargon
453396544,Fortaleza de Shrofylte
454445225,Pheonettuza
455493813,El Viejo Hogar de F'urt
456542412,Ruinas de la Mansión Raertim
457591005,Ruinas del Salón Chirtir
458639591,Estrella Perpetua de Arkay
459688172,Santuario de Dugrod
460736834,La Alquería Nhordar
461786129,La Cábala M'ivi
462834814,Mansión Shruse
463883463,Pub La Daga Sedienta
464932068,El Cementerio Thash
465980688,Posada El Pillo Blanco
467029300,Torre Sarnum
468078561,Refugio El Murciélago y la Rata Almizclera
469127163,El Cementerio Lorchom
470175759,La Alquería Stose
471224419,Hondonada Sahorgonena
472273087,Ruinas del Salón B'old
473321671,El Viejo Tugurio de Nirmtha
474370268,Ruinas del Salón Raortir
475418874,Hostal El Lince y la Mazmorra
476467490,Santuario de Jhim Sei
477516754,Manda-Gora
478565418,La Caverna de Baalulithessa
479614019,Torre Gerne
480662728,Posada La Marmota del Diablo
481711313,La Plantación Sermrn
482759903,Posada El Puercoespín del Rey
483809207,Mártir Eterno de Arkay
484857805,Tsetumbano
485906497,El Aviario Yagtor
486955075,La Guarida de Marebrer
488003661,Ruinas de la Mansión Luldt
489052329,La Plantación Lhercir
490100960,Papakalah
491150241,Profeta Bendito de Arkay
492198841,Elopaan
493247422,El Agujero de Demorgon
494296001,Taberna La Rata Almizclera Oxidada
495344592,Las Minas Shifylam
496393199,Ruinas de la Granja Mhusun
497441778,Las Criptas de Sish
498490387,La Alquería Rhaj
499538966,Taberna El Gigante Volador
500587544,Palacio Fegen
501636224,Salón Bourten
502684832,Ruinas de la Corte Grirun
503733446,Bubobia
504782726,Ruinas de la Vieja Granja de B'aldja
505831379,Estrella Temerosa de Arkay
506879971,Teatro Kieran
507928598,Huerto Vlucton
508977225,La Plantación Rlagt
510025804,Mansión Larom
511074405,La Alquería F'oght
512122992,Palacio Blusher
513171575,Hostal El Pillo Rojo
514220177,Pub El Murciélago y la Mazmorra
515268759,Granja de la Vieja T'ugca
516317352,Hostal El Erizo Oxidado
517366664,Granja Lhortin
518415245,La Alquería Florkan
519463835,Velodred
520512475,Pub La Mazmorra Muerta
521561122,Bibudisu
522609701,La Cabaña Grughtke
523658404,Hezgaus
